age,income,gender,region
23,103211.0,Male,North
34,179136.0,Non-binary,North
42,146534.0,Male,West
45,28720.0,Female,East
19,146204.0,Male,South
52,194012.0,Female,South
54,99993.0,Male,North
22,67113.0,Male,East
18,68926.0,Male,West
57,,Male,North
29,156464.0,,West
53,45905.0,Male,South
62,70385.0,Female,West
40,50653.0,,South
64,111865.0,Female,West
48,145813.0,,West
28,165871.0,Non-binary,East
27,,Female,West
20,157116.0,Female,North
31,170943.0,Male,East
33,171306.0,Male,North
27,41381.0,Female,West
46,168346.0,Female,West
27,103108.0,Female,East
29,69892.0,Female,South
47,111501.0,Male,East
58,103391.0,Female,South
18,37920.0,Female,South
22,36702.0,Male,West
37,21894.0,Female,North
25,50985.0,Male,East
60,179359.0,Female,East
29,145702.0,Female,West
18,93527.0,Male,West
37,166511.0,Female,East
45,148676.0,Female,East
60,62235.0,Male,North
54,178731.0,Male,West
64,44976.0,Female,North
54,102643.0,Male,West
29,127631.0,Female,West
54,76697.0,Male,North
61,90382.0,Female,South
45,36651.0,Non-binary,South
64,34633.0,Male,South
32,99164.0,Female,West
23,20569.0,Female,North
61,87509.0,Female,South
37,143425.0,Female,East
31,121126.0,Female,South
19,147522.0,Female,North
26,53038.0,Female,West
54,58138.0,Female,North
37,179829.0,Male,West
43,130740.0,,North
46,131174.0,Male,North
18,69272.0,Male,East
52,157980.0,Male,South
23,161916.0,Male,South
54,71455.0,Male,North
22,88447.0,Male,South
50,97108.0,Male,East
31,194138.0,Female,North
29,191076.0,Male,South
59,58333.0,Male,South
37,141219.0,Male,West
41,103029.0,Male,South
60,59697.0,Male,South
51,37634.0,Female,West
42,145520.0,Non-binary,North
46,44561.0,Female,North
56,169105.0,Female,East
48,75063.0,Male,West
64,45921.0,Male,North
60,39340.0,Male,South
40,82781.0,Female,South
61,34901.0,Male,South
55,30638.0,Female,East
37,189668.0,Male,North
40,64324.0,Male,West
62,108356.0,,North
33,52642.0,Female,West
59,45378.0,Female,West
25,70867.0,Female,North
38,93686.0,Female,South
18,62875.0,Female,South
25,138171.0,Non-binary,West
46,120061.0,Male,South
49,84377.0,Female,East
55,74691.0,Female,East
22,69063.0,Male,West
64,111782.0,Female,South
39,98343.0,Non-binary,West
64,103071.0,Female,East
51,156564.0,Male,East
18,141399.0,Female,East
43,51357.0,Female,North
60,52314.0,Female,East
27,199769.0,Male,South
47,90283.0,Female,North
35,79567.0,Male,East
34,67006.0,Female,South
43,161758.0,Male,East
25,188521.0,Female,South
64,81606.0,Female,South
57,38891.0,Male,East
29,121732.0,Male,East
44,187795.0,Male,North
25,49877.0,Male,East
42,34026.0,Male,South
63,40422.0,,West
21,160316.0,Female,North
50,53481.0,Female,South
18,109180.0,Non-binary,South
36,129384.0,Male,West
48,78031.0,Male,East
33,159593.0,Male,South
31,152818.0,Female,West
65,103127.0,Female,West
22,112254.0,Male,East
58,88232.0,Male,West
43,163084.0,Female,West
45,100224.0,Female,West
19,174529.0,Female,West
23,,Male,West
26,107695.0,Non-binary,West
50,150066.0,Male,South
58,158982.0,Female,North
42,22693.0,Non-binary,East
65,135313.0,Non-binary,North
30,166930.0,Male,East
26,48810.0,Male,North
30,40092.0,Female,East
48,199772.0,Male,West
58,78105.0,Female,North
28,181577.0,Non-binary,North
21,48555.0,Male,East
51,91934.0,Female,East
55,92788.0,Male,South
63,97257.0,Female,West
21,37939.0,Non-binary,West
55,162897.0,Female,South
36,,Male,East
23,148068.0,Female,West
51,20036.0,Female,East
35,113948.0,Male,West
30,103707.0,Female,North
58,59051.0,Non-binary,North
40,,Female,West
36,93596.0,Female,West
62,80071.0,Male,West
28,150613.0,Female,South
18,,Male,West
41,49873.0,Male,South
24,,Male,South
42,91468.0,Male,North
38,46470.0,Male,West
32,28328.0,Female,North
18,157405.0,Female,North
29,141173.0,Female,South
24,66638.0,Male,East
32,31268.0,Male,South
38,133920.0,Female,North
36,,Female,South
46,168117.0,,South
42,191813.0,Male,South
50,193842.0,Female,West
49,27887.0,Male,South
52,44918.0,Female,North
61,55497.0,Female,South
55,113562.0,Non-binary,West
43,31929.0,,North
28,122201.0,Male,South
52,136566.0,Female,North
25,48546.0,Female,West
63,188410.0,Female,East
31,185355.0,Male,West
27,102494.0,Female,West
19,66566.0,Non-binary,North
63,,Male,North
26,148279.0,Male,East
20,101991.0,Male,East
38,112680.0,Female,East
43,48013.0,Male,West
25,72132.0,Non-binary,West
65,179156.0,Female,East
19,127855.0,Female,East
23,172215.0,Female,East
45,,Male,South
46,142772.0,Non-binary,South
43,165251.0,Female,East
42,161294.0,,West
29,84068.0,Female,North
22,175021.0,Female,West
51,36116.0,Male,North
65,71369.0,Female,East
54,199889.0,Female,South
32,123100.0,Female,South
61,49655.0,Female,North
53,67632.0,Male,East
32,165265.0,Non-binary,South
60,181848.0,,East
65,194297.0,Male,East
40,199884.0,Non-binary,North
23,38895.0,Male,East
63,172281.0,Female,East
61,43086.0,Male,North
60,105637.0,Non-binary,South
62,178279.0,Male,West
38,127334.0,Female,East
40,171969.0,Male,North
60,83083.0,Male,South
33,115028.0,Female,East
64,86957.0,Male,West
32,117551.0,Female,South
42,98506.0,,North
53,158355.0,Female,East
28,114024.0,Female,North
32,101481.0,Male,West
21,20255.0,Male,West
38,35487.0,Female,North
30,39346.0,Male,East
39,55050.0,Non-binary,North
36,28744.0,Male,South
51,175828.0,Non-binary,North
31,81596.0,Male,West
21,176218.0,Female,East
65,139640.0,Male,East
63,75032.0,Male,West
44,62687.0,Female,West
46,197175.0,Male,South
64,173048.0,Female,West
45,,Female,West
52,151663.0,Male,West
25,26277.0,Non-binary,East
33,81860.0,Female,West
59,153332.0,Female,North
53,44741.0,Female,North
47,139720.0,Female,East
35,,Male,South
19,192614.0,Male,South
30,26869.0,Female,East
21,107616.0,Male,North
43,114515.0,Male,East
42,170494.0,Female,West
47,186685.0,Female,East
28,80110.0,Male,South
24,54033.0,Male,North
48,65213.0,Male,South
61,32938.0,Male,South
27,150842.0,Male,North
56,22274.0,Male,West
30,,,North
48,182887.0,Female,North
24,170033.0,Male,East
59,40044.0,Male,North
59,119372.0,Female,East
53,173047.0,Male,South
37,34706.0,Female,North
21,157046.0,Non-binary,West
24,96464.0,Female,East
18,41213.0,Male,East
61,21950.0,Female,West
62,30411.0,Non-binary,East
59,148603.0,Female,East
64,197228.0,Female,West
30,82744.0,Male,South
39,168843.0,Male,North
38,55053.0,Female,North
39,158117.0,Non-binary,North
45,77623.0,Female,North
26,49714.0,Female,North
43,185458.0,Male,North
26,129283.0,Male,East
32,28562.0,Female,North
27,75048.0,Male,East
41,113295.0,Female,West
59,32026.0,Male,South
25,126147.0,Female,East
41,51589.0,Female,South
33,128199.0,Female,West
43,117274.0,Male,North
44,46844.0,Female,South
54,174519.0,,South
21,110415.0,Female,West
41,74708.0,Male,West
36,90825.0,Male,West
53,71574.0,Male,East
56,105548.0,Male,East
27,169884.0,Female,South
42,84230.0,Female,West
35,,Male,South
36,60581.0,Male,North
53,197700.0,Male,West
27,45105.0,Non-binary,East
50,99830.0,Female,West
22,89157.0,Female,South
64,183514.0,Male,East
52,107235.0,Female,North
61,22347.0,Male,North
51,67650.0,Male,South
50,168182.0,Female,West
38,155995.0,Female,North
34,144926.0,Male,South
39,101147.0,Male,East
65,68135.0,Male,East
54,39199.0,Male,South
32,160138.0,Female,West
52,121583.0,Non-binary,West
45,112290.0,Male,West
24,187647.0,Male,West
49,140787.0,Male,South
28,197805.0,Female,South
27,134427.0,Male,East
26,168063.0,Female,East
31,173625.0,Male,West
30,107493.0,Female,North
42,151706.0,Female,North
19,32771.0,Non-binary,East
52,145607.0,Non-binary,East
24,169370.0,Female,South
38,99876.0,Non-binary,East
35,187071.0,Male,East
20,79648.0,Male,West
59,95783.0,Male,North
56,64440.0,Female,North
58,51655.0,Non-binary,South
28,63039.0,Male,North
56,75255.0,Female,West
41,92219.0,Female,West
63,31244.0,Non-binary,South
36,114594.0,Female,East
21,78595.0,Non-binary,East
43,190623.0,Male,West
55,123898.0,Male,South
59,48371.0,Female,West
49,179950.0,Male,North
56,187229.0,Male,North
62,25914.0,Female,West
63,47180.0,Female,East
53,154760.0,Female,North
57,100219.0,Male,South
54,98616.0,Female,East
50,160988.0,Male,North
53,115213.0,Male,West
20,178432.0,Female,East
26,57805.0,Male,East
25,164525.0,Male,North
50,146599.0,Female,South
23,173775.0,Male,North
58,94176.0,Non-binary,North
56,114799.0,Female,North
21,118385.0,,North
30,108919.0,Male,North
19,158482.0,Female,West
22,101462.0,Male,North
61,199340.0,Female,South
44,185320.0,Male,East
49,51159.0,Male,West
38,62039.0,Female,South
25,67800.0,Male,North
55,60761.0,Male,South
25,114626.0,Male,East
20,138368.0,Female,South
61,194735.0,Male,North
20,100903.0,Male,East
39,191484.0,Male,North
23,138998.0,Female,North
19,186439.0,Female,West
40,156885.0,Male,East
61,79894.0,Male,East
19,71444.0,Male,North
55,185341.0,Male,South
34,81748.0,Male,East
52,,Female,South
51,60318.0,Female,South
40,188090.0,Non-binary,East
47,144078.0,Male,South
25,59759.0,Female,East
39,36498.0,Female,West
61,45989.0,Female,East
53,176640.0,Female,East
22,137035.0,Male,East
30,86577.0,Male,West
46,125231.0,Female,South
48,181171.0,Male,West
64,109900.0,Male,South
33,191711.0,Male,East
59,124679.0,Male,East
47,43482.0,Female,West
33,89212.0,Male,West
29,50048.0,Male,West
34,154137.0,Female,West
33,153108.0,Female,East
29,55814.0,Non-binary,East
25,167996.0,Male,North
37,149493.0,Non-binary,West
20,80204.0,Female,West
33,,Female,South
47,101943.0,Male,South
62,41518.0,Female,East
40,168131.0,Female,North
45,43052.0,Female,West
57,89803.0,Male,North
22,91524.0,Male,North
37,109572.0,Female,East
57,,Non-binary,North
61,87021.0,Male,West
18,40043.0,Female,East
47,22419.0,Female,North
38,141831.0,Female,East
37,121799.0,Female,East
23,168212.0,Male,South
39,194556.0,Non-binary,East
35,196282.0,Female,North
25,,Female,South
56,136467.0,Male,West
49,,Female,West
50,128611.0,Male,West
33,157559.0,Male,West
29,80692.0,Female,West
55,82112.0,Female,North
51,182182.0,Female,East
31,36360.0,Male,South
53,103038.0,Female,East
50,23017.0,Male,East
40,106261.0,Female,North
62,86320.0,Male,North
19,51127.0,Female,North
58,154268.0,Female,South
38,,Male,North
19,192372.0,Male,East
44,51921.0,Female,South
26,,Female,North
18,88535.0,Female,North
28,85350.0,Female,North
20,101131.0,Male,East
40,42063.0,Male,North
43,137116.0,Male,East
21,108913.0,Male,South
35,98946.0,Female,North
23,197043.0,Male,West
52,154670.0,Non-binary,West
39,30564.0,Female,East
60,69725.0,Female,North
32,106134.0,Non-binary,North
39,125940.0,Male,West
54,82085.0,Female,South
59,37862.0,Male,South
29,30265.0,Male,East
64,160777.0,Female,West
59,82471.0,Male,East
55,111080.0,,East
35,75828.0,Female,South
62,136884.0,Female,West
52,128007.0,Male,East
47,66104.0,Female,South
41,,Male,South
59,134420.0,Female,North
47,26050.0,Male,West
31,195024.0,Female,West
23,28484.0,Male,North
20,82648.0,Male,East
33,79945.0,Female,South
24,51323.0,Male,South
31,106332.0,Female,South
26,114605.0,Male,North
32,186433.0,Male,South
38,30315.0,Female,East
52,67968.0,Male,East
19,177591.0,Male,North
44,29107.0,Female,East
19,75781.0,Male,West
52,23869.0,Male,West
35,100983.0,Male,South
31,178442.0,Male,South
37,27971.0,Female,West
35,116805.0,Male,East
27,45651.0,Female,North
42,76974.0,Male,South
19,43446.0,Male,South
42,189180.0,Male,West
50,23823.0,Female,West
53,164526.0,Non-binary,North
48,155004.0,Female,South
31,161292.0,,East
18,87965.0,Male,East
63,179280.0,Male,West
33,30510.0,Male,North
63,195117.0,Male,West
20,,Male,North
52,125935.0,Male,East
58,89134.0,Male,North
23,92254.0,Male,East
42,164854.0,Male,North
30,134780.0,Male,West
51,145544.0,Female,East
25,85587.0,Male,South
38,102238.0,Female,South
51,95720.0,Female,East
21,,Male,South
42,42072.0,Male,East
32,101015.0,Male,West
21,92746.0,Female,West
62,196774.0,Male,North
29,122260.0,Male,South
49,157129.0,Male,South
49,148259.0,Female,South
45,50916.0,Male,East
30,47268.0,Female,West
48,195050.0,Female,South
31,43259.0,Female,North
37,,Female,South
35,54293.0,Female,North
46,131581.0,Non-binary,South
23,27043.0,Female,South
49,127009.0,Male,West
46,58893.0,Male,North
60,191714.0,Female,South
19,181940.0,Female,North
40,46309.0,Female,North
36,43284.0,Female,West
48,146801.0,Female,West
22,133259.0,Male,North
36,120804.0,Female,West
51,89000.0,Male,South
27,104179.0,Non-binary,South
42,85049.0,Female,West
19,49265.0,Female,North
28,43880.0,Male,South
48,104579.0,Male,East
32,151327.0,Male,North
26,,Female,North
40,85424.0,Female,East
36,90966.0,Male,East
26,192438.0,Female,North
52,178497.0,Female,East
38,87396.0,Male,West
26,91694.0,Female,West
45,156878.0,Female,North
63,37106.0,Female,West
24,76731.0,Female,South
33,95010.0,Female,West
33,52599.0,,West
50,91326.0,Male,East
21,95706.0,Female,West
21,29004.0,Male,North
56,135018.0,Male,West
57,45792.0,Male,West
34,74645.0,Male,North
54,27232.0,Non-binary,North
56,74766.0,Non-binary,East
46,140601.0,Male,South
53,101588.0,Female,West
55,199614.0,Female,South
56,25913.0,Female,East
54,132406.0,Female,North
52,133693.0,Male,North
24,,Female,North
44,30567.0,Female,East
45,58379.0,Female,West
39,20319.0,Non-binary,East
31,110005.0,Non-binary,North
24,130990.0,Female,West
54,24791.0,Female,North
39,151401.0,,North
22,81032.0,Male,East
19,195150.0,Male,East
44,108662.0,Male,South
38,41300.0,Female,North
55,95700.0,Female,West
32,75609.0,Male,North
38,110045.0,,West
27,81901.0,Female,South
40,25703.0,Female,North
56,83115.0,Male,West
22,47676.0,Female,West
18,141332.0,Female,South
30,196512.0,Female,East
38,187995.0,Female,South
43,49802.0,Female,West
62,110331.0,Male,South
38,,Female,East
35,85169.0,Male,North
54,88147.0,Male,South
62,42075.0,Male,South
49,102015.0,Male,North
53,29304.0,Male,South
34,149851.0,Female,East
52,140729.0,Female,West
28,79622.0,Male,South
38,74215.0,Female,North
43,93973.0,Male,North
21,128654.0,Male,South
51,163593.0,Female,North
65,44028.0,Female,West
35,59328.0,Female,West
57,47301.0,Male,North
52,58015.0,Female,South
58,56845.0,Female,South
46,106818.0,Non-binary,North
46,96394.0,Male,West
55,195231.0,Female,West
59,63714.0,Female,South
38,100722.0,,West
59,45230.0,Male,East
30,112554.0,Female,West
58,69262.0,Male,South
34,61722.0,Female,West
26,,Male,West
58,82796.0,Male,North
18,191231.0,Female,East
19,,Male,North
65,120808.0,Male,West
46,156311.0,Male,West
50,111951.0,Male,North
27,70886.0,Non-binary,East
57,123424.0,Female,South
38,178267.0,Female,North
45,124697.0,Male,West
28,116299.0,Non-binary,West
51,185746.0,Female,South
25,169177.0,Female,West
39,180811.0,Female,West
25,183041.0,Female,South
32,34497.0,Female,West
34,152888.0,Male,West
40,,Male,East
41,112019.0,Female,North
62,129017.0,Female,East
36,89385.0,Male,East
22,125153.0,Male,West
49,53826.0,Female,North
61,130034.0,Female,North
18,104242.0,Male,West
40,143066.0,Male,East
54,70100.0,Female,East
25,145170.0,Female,East
30,155431.0,Male,North
25,116205.0,Female,West
40,32809.0,Female,North
60,,Female,East
18,58428.0,Non-binary,North
62,92790.0,Non-binary,North
41,131126.0,Male,West
52,110321.0,Male,West
41,22093.0,Male,North
34,64498.0,Male,South
22,136251.0,Male,West
37,60985.0,Male,South
38,52009.0,Non-binary,West
57,148515.0,Female,East
48,37718.0,Female,South
63,,Female,East
53,107618.0,Male,East
28,82598.0,Male,North
32,97878.0,Male,East
36,32239.0,Female,East
24,66622.0,Male,East
45,66665.0,Female,East
60,52274.0,Female,North
22,162491.0,Male,North
22,128368.0,Male,East
47,166075.0,Female,South
49,181938.0,Non-binary,West
25,173060.0,Female,South
27,128563.0,Male,East
55,156746.0,Female,North
64,113103.0,Male,East
49,86446.0,,East
65,,Female,North
45,53717.0,Female,South
34,177723.0,Male,West
48,137202.0,Female,East
25,195363.0,Male,North
57,142389.0,Male,West
42,129525.0,Male,West
26,24646.0,Non-binary,West
19,59713.0,Female,North
32,87936.0,Male,East
20,195403.0,Female,North
53,,Male,East
21,104263.0,Male,South
31,72107.0,Male,West
58,37563.0,Female,East
58,90729.0,Female,South
42,35701.0,Female,North
27,199289.0,Female,West
38,195682.0,Male,East
53,148331.0,Female,West
29,180482.0,Male,West
44,119280.0,Female,West
57,58665.0,Female,North
19,35957.0,Female,West
30,199199.0,Female,East
49,66008.0,Female,North
48,81920.0,Male,South
33,183947.0,Female,East
49,133828.0,Male,North
49,143852.0,Male,East
51,152698.0,Female,East
28,110815.0,Female,South
27,184714.0,Male,North
32,,Non-binary,West
34,52356.0,Non-binary,East
57,23809.0,Female,East
35,194443.0,Female,East
26,54875.0,Female,East
42,29465.0,Male,East
57,,Female,North
31,106889.0,Non-binary,East
42,35250.0,Non-binary,East
39,66023.0,Non-binary,East
47,121350.0,Male,West
37,197696.0,Male,West
38,36427.0,Male,North
61,184348.0,Male,East
49,91643.0,Male,East
63,154511.0,Male,South
38,98672.0,Female,West
52,37300.0,Female,South
49,80289.0,Female,East
47,168254.0,Female,East
56,177981.0,Male,South
29,39659.0,Male,North
58,182475.0,Female,North
64,184658.0,Female,South
35,30360.0,Female,East
38,41424.0,Male,South
30,118035.0,Male,West
38,68791.0,Female,North
25,154137.0,Female,South
63,32300.0,Non-binary,North
57,53370.0,Female,West
63,47209.0,Female,East
24,40927.0,Female,East
40,54579.0,Female,East
61,29032.0,Female,North
49,113254.0,Non-binary,West
28,98413.0,Female,South
39,191803.0,Non-binary,East
39,133528.0,Male,North
60,143916.0,Female,East
42,92302.0,Female,West
39,105757.0,Male,South
45,176174.0,Female,East
46,185505.0,Male,West
30,35932.0,Female,North
35,45714.0,Female,West
19,77803.0,Male,North
46,190815.0,Female,East
38,,Female,East
32,76627.0,Female,West
44,197059.0,Male,North
48,99810.0,Female,West
32,65380.0,Female,West
40,180322.0,Female,East
41,84686.0,Male,East
61,140321.0,Non-binary,East
30,65028.0,Male,West
39,166367.0,Female,West
60,133141.0,Female,South
54,75248.0,Male,South
50,30523.0,Female,West
20,,Male,South
36,33769.0,Female,West
40,132035.0,Female,East
46,195717.0,Female,North
47,176629.0,Female,East
56,99782.0,Female,West
61,98382.0,Female,East
64,188157.0,Female,West
42,130939.0,Male,West
54,164542.0,Female,South
64,98712.0,Non-binary,West
25,138643.0,Male,North
59,127417.0,Male,South
33,157877.0,Male,North
25,148256.0,Male,West
18,121422.0,Male,East
61,109300.0,Female,West
22,26630.0,Female,West
20,144474.0,Female,East
18,118869.0,Male,East
21,,Female,North
57,165931.0,Female,South
52,172255.0,Non-binary,South
49,191510.0,Female,South
59,117285.0,Male,North
51,137556.0,Non-binary,North
60,193316.0,Female,East
42,35021.0,Male,South
27,199115.0,Male,West
38,84361.0,Male,North
63,152317.0,Male,West
56,192083.0,Male,South
44,30355.0,Non-binary,South
44,118841.0,Female,North
19,199764.0,Female,North
58,180786.0,Female,East
65,37198.0,Female,West
30,86951.0,Female,East
26,152724.0,Non-binary,East
53,194697.0,Male,West
39,38740.0,Non-binary,South
59,23810.0,Female,West
43,143743.0,Male,South
29,167641.0,Female,East
34,119855.0,Female,South
31,46783.0,Non-binary,South
31,141701.0,Male,South
51,98047.0,Female,West
37,29471.0,Male,South
28,130771.0,Male,West
33,26163.0,Male,North
48,82071.0,Female,North
23,36065.0,Female,East
36,142323.0,Male,East
54,137969.0,Female,West
21,103456.0,Male,South
64,199420.0,Male,South
21,39154.0,Female,North
37,125703.0,Male,West
27,40229.0,Female,South
41,72587.0,Male,South
52,69713.0,Male,West
43,178069.0,Female,East
54,41101.0,Female,West
55,60391.0,Male,West
38,92723.0,Female,South
57,186020.0,Female,North
56,120264.0,Female,South
38,57921.0,Male,South
27,48460.0,Female,South
55,172143.0,Female,West
63,199354.0,Male,West
21,111725.0,Female,South
62,78445.0,Non-binary,South
37,102208.0,Female,North
34,126283.0,Female,East
24,105779.0,Female,South
21,23060.0,Female,West
46,145806.0,Female,East
31,33731.0,Female,East
20,97830.0,Female,North
41,135871.0,Male,East
54,40719.0,Male,South
33,198114.0,Female,South
21,69116.0,Male,West
41,46325.0,Female,South
51,173669.0,Non-binary,South
47,34551.0,Female,North
35,113287.0,,East
36,44278.0,Female,North
48,35141.0,Male,East
36,87913.0,Female,North
63,53615.0,Male,West
36,142058.0,Male,North
39,132684.0,Male,North
41,47452.0,Male,West
62,173797.0,Male,South
29,70391.0,Male,South
47,140288.0,Female,West
55,133535.0,Female,West
48,162770.0,Male,North
53,106711.0,Male,West
36,97850.0,Female,West
65,129733.0,Female,East
62,22365.0,Non-binary,East
53,117662.0,Male,South
47,63372.0,Female,West
50,,Female,North
35,57823.0,Female,South
45,91158.0,Male,South
64,116076.0,Male,South
28,153021.0,Male,West
62,,Male,West
50,,Female,North
34,51912.0,Female,North
23,76947.0,Female,South
21,64387.0,Female,West
37,36508.0,Female,North
65,65592.0,Male,East
64,129249.0,Non-binary,East
44,21919.0,Female,South
32,62595.0,Male,East
23,160689.0,Male,South
64,53298.0,Female,West
31,158001.0,Female,South
28,34456.0,Male,South
56,129599.0,Female,West
26,106676.0,Female,North
43,103721.0,Female,North
33,57924.0,Male,North
22,44240.0,Male,North
27,107381.0,Non-binary,South
20,29228.0,Female,North
30,41686.0,Male,East
60,31920.0,Male,East
47,27432.0,Male,North
62,130507.0,Male,East
23,150509.0,Female,East
34,91725.0,Non-binary,West
62,184982.0,Male,West
36,141764.0,Male,North
59,181298.0,Female,South
52,79099.0,Male,South
63,132557.0,Non-binary,West
43,106760.0,Female,West
22,38013.0,Non-binary,South
46,,Male,North
54,125209.0,Male,South
37,122261.0,Female,South
38,115739.0,Female,East
27,20557.0,Male,South
22,181738.0,Non-binary,West
53,188461.0,Female,North
23,,Female,South
43,150878.0,Male,East
21,119143.0,Female,West
56,44578.0,Female,West
56,94779.0,Male,East
52,160668.0,Non-binary,West
18,77500.0,Male,East
41,92534.0,Male,West
53,30129.0,Male,West
23,31596.0,Female,West
58,85355.0,Female,West
63,32974.0,Male,East
61,132004.0,Male,South
48,146794.0,Male,West
37,90202.0,Male,East
41,94442.0,Female,East
42,172890.0,Male,East
53,194318.0,Male,South
38,75598.0,Female,North
47,153726.0,Female,East
41,53758.0,Female,East
61,44204.0,Male,East
59,147309.0,Male,South
47,186000.0,Female,West
39,50552.0,Male,South
45,161408.0,Male,East
24,67037.0,Female,North
52,167278.0,Non-binary,East
45,54831.0,Male,West
31,63563.0,Male,North
27,38361.0,Non-binary,North
33,61335.0,Male,South
33,94469.0,Female,South
48,45816.0,Non-binary,West
59,166691.0,Non-binary,South
42,112479.0,Female,West
30,46819.0,Male,North
23,162813.0,Male,North
61,142330.0,Female,North
26,28798.0,Non-binary,West
62,176215.0,Female,South
53,69695.0,Female,South
60,183819.0,Female,South
37,149544.0,Female,East
35,172254.0,Female,North
60,29415.0,Female,North
38,162157.0,Female,East
21,166080.0,Male,North
50,107638.0,Female,North
44,38452.0,Female,East
24,159192.0,Male,North
23,130205.0,Female,South
32,38170.0,Female,East
35,36259.0,Non-binary,North
49,42099.0,Male,South
28,160721.0,Female,West
37,149394.0,Male,North
41,79258.0,Non-binary,East
32,192109.0,Male,South
65,31805.0,Female,West
24,63147.0,Female,West
38,94280.0,Male,North
59,197125.0,Non-binary,West
43,126777.0,Female,East
61,117841.0,Male,West
31,144726.0,Male,North
54,148359.0,Male,West
38,96215.0,Male,North
35,132909.0,Female,West
22,115365.0,Non-binary,South
20,30985.0,Male,North
40,32391.0,Female,East
43,24861.0,Female,East
54,54364.0,Male,West
41,102399.0,Male,South
36,62923.0,Male,West
42,158991.0,Female,West
38,105818.0,Female,South
29,198468.0,Female,North
58,185912.0,Male,East
50,,Female,South
21,,Female,West
59,148165.0,Female,North
24,159248.0,Male,West
39,53529.0,Female,North
50,164013.0,Female,East
34,21669.0,Male,East
41,137373.0,Male,North
51,64859.0,Non-binary,East
45,75786.0,Female,West
60,191148.0,Non-binary,North
58,40323.0,Female,West
56,,Female,North
39,59807.0,Male,West
34,148305.0,Male,East
51,70355.0,Non-binary,South
23,133415.0,Male,West
63,195804.0,Male,North
23,28711.0,Female,East
51,,Female,North
18,84033.0,Male,West
27,106478.0,Male,North
38,,Female,North
22,23093.0,Male,West
19,44918.0,Female,East
39,160466.0,Male,East
65,144501.0,Female,West
19,112510.0,Female,East
27,113708.0,Female,South
51,117819.0,Male,North
33,164352.0,Female,West
65,56303.0,Male,South
56,47453.0,Male,North
39,128886.0,Female,West
29,80695.0,Female,East
41,176837.0,Female,West
64,153412.0,Male,West
57,58057.0,Male,North
55,151669.0,Non-binary,North
27,114655.0,Female,North
52,35025.0,Female,South
49,27145.0,Female,East
24,121206.0,Male,West
38,61723.0,Female,West
37,93230.0,Male,East
43,155902.0,Female,West
21,175002.0,Female,North
63,174824.0,Non-binary,West
39,128138.0,Female,East
32,82040.0,Male,South
57,128668.0,Female,South
38,75030.0,Male,East
32,76815.0,Male,West
39,132789.0,Male,West
45,186762.0,Female,South
31,77923.0,Male,West
44,,Female,South
58,87904.0,Non-binary,East
57,180275.0,Female,East
45,,Male,West
43,25608.0,Male,North
19,65667.0,Female,North
42,75547.0,Female,South
20,173557.0,Male,East
25,160934.0,Female,South
61,148391.0,Female,East
50,95948.0,Female,South
59,,Non-binary,South
52,77560.0,Female,South
23,135063.0,Female,West
56,114218.0,Male,North
40,134462.0,Female,East
42,179487.0,Female,South
60,170395.0,Male,North
36,37997.0,Female,South
22,141266.0,Male,South
28,23679.0,Male,East
29,60308.0,Male,West
27,190914.0,Female,South
25,25695.0,Non-binary,East
41,78499.0,Female,West
45,43382.0,Female,West
58,34235.0,Male,North
53,153438.0,Non-binary,North
54,178539.0,Female,South
38,132468.0,Female,North
25,26764.0,Female,East
26,133831.0,Male,East
64,81836.0,Female,North
32,51923.0,Non-binary,East
65,115711.0,Male,East
63,36292.0,Female,South
57,144913.0,Non-binary,South
35,152686.0,Male,East
59,40939.0,Female,North
37,38800.0,Non-binary,East
23,76440.0,Female,West
29,174318.0,Male,West
19,147521.0,Male,West
24,141327.0,Male,South
33,69648.0,Female,North
20,135192.0,Female,East
62,182760.0,Female,North
20,,Male,North
44,49764.0,Male,North
60,52470.0,Female,West
57,189573.0,Female,East
55,77207.0,Non-binary,South
50,82157.0,Female,North
45,154288.0,Female,North
18,173144.0,Female,West
25,113778.0,Female,West
54,150016.0,Male,East
49,144288.0,Non-binary,South
65,188204.0,Female,South
60,130573.0,Male,West
54,140730.0,Male,East
21,168933.0,Male,North
47,84186.0,Female,East
23,24960.0,Male,South
63,38781.0,Male,West
36,51126.0,Female,North
49,173650.0,Male,North
26,126034.0,Female,South
29,37883.0,Female,North
28,49782.0,Female,East
63,76387.0,Male,South
33,168051.0,Male,South
18,53746.0,Male,North
62,86266.0,Female,South
38,20056.0,Female,West
47,51457.0,Male,East
30,153315.0,Female,South
51,152773.0,Male,West
21,93839.0,,North
45,100636.0,Non-binary,South
55,127697.0,Female,West
48,,Female,North
44,40505.0,Female,West
22,157625.0,Female,North
42,53525.0,Female,East
20,116008.0,Non-binary,South
50,64348.0,Female,East
21,27273.0,Female,East
42,84236.0,Female,South
37,154607.0,Female,East
51,169749.0,Female,East
43,,Male,West
22,20908.0,Male,North
52,128352.0,Male,East
45,115967.0,Female,South
46,108989.0,Female,West
26,55079.0,,North
55,131889.0,Female,East
23,69323.0,Female,East
36,196392.0,Male,South
61,109909.0,Female,East
28,66105.0,Female,South
19,181236.0,Female,East
64,152957.0,Male,East
61,21049.0,Female,South
61,73281.0,Female,North
26,63271.0,Female,West
38,86697.0,Non-binary,South
